analysis_date,alert_id,alert_timestamp,alert_description,predicted_ttps,predicted_cves,real_ttps,real_cves,report_path,execution_time,token_usage,llm_calls,node_breakdown,evaluation_id
2026-06-10 21:56:15.341826,1758567062.115628,2025-09-22 18:51:02.101000+00:00,Wazuh agent stopped.,"['T1685', 'T1489']",[],['T1685'],[],reports/report_1758567062.115628.md,6.79,"{'prompt_tokens': 4411, 'completion_tokens': 1861, 'total_tokens': 6272}",3,"{""classification"": {""duration_s"": 0.86, ""prompt_tokens"": 6388, ""completion_tokens"": 435, ""total_tokens"": 6823}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.47, ""prompt_tokens"": 10772, ""completion_tokens"": 4677, ""total_tokens"": 15449}, ""final_report_node"": {""duration_s"": 2.42, ""prompt_tokens"": 6584, ""completion_tokens"": 2422, ""total_tokens"": 9006}}",EVAL-E7546E
2026-06-10 21:56:22.667127,1758567202.1156735,2025-09-22 18:53:22.278000+00:00,First time user executed sudo.,"['T1548.003', 'T1548']",[],['T1548.003'],[],reports/report_1758567202.1156735.md,7.32,"{'prompt_tokens': 5325, 'completion_tokens': 2112, 'total_tokens': 7437}",3,"{""classification"": {""duration_s"": 0.84, ""prompt_tokens"": 7440, ""completion_tokens"": 553, ""total_tokens"": 7993}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.53, ""prompt_tokens"": 13508, ""completion_tokens"": 5975, ""total_tokens"": 19483}, ""final_report_node"": {""duration_s"": 2.91, ""prompt_tokens"": 8121, ""completion_tokens"": 3118, ""total_tokens"": 11239}}",EVAL-E7546E
2026-06-10 21:56:51.030437,1758567202.1156857,2025-09-22 18:53:22.295000+00:00,Successful sudo executed.,"['T1548.003', 'T1548']",[],['T1548.003'],[],reports/report_1758567202.1156857.md,28.36,"{'prompt_tokens': 6741, 'completion_tokens': 2446, 'total_tokens': 9187}",3,"{""classification"": {""duration_s"": 19.08, ""prompt_tokens"": 8662, ""completion_tokens"": 725, ""total_tokens"": 9387}, ""mitre_search_node"": {""duration_s"": 0.09, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.1, ""prompt_tokens"": 17355, ""completion_tokens"": 7535, ""total_tokens"": 24890}, ""final_report_node"": {""duration_s"": 4.9, ""prompt_tokens"": 9793, ""completion_tokens"": 3832, ""total_tokens"": 13625}, ""cve_search_node"": {""duration_s"": 0.27, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:56:57.499483,1758567362.115914,2025-09-22 18:56:02.451000+00:00,New user added to the system.,"['T1136', 'T1136.001']",[],['T1136'],[],reports/report_1758567362.115914.md,6.47,"{'prompt_tokens': 4769, 'completion_tokens': 1703, 'total_tokens': 6472}",3,"{""classification"": {""duration_s"": 0.71, ""prompt_tokens"": 10056, ""completion_tokens"": 829, ""total_tokens"": 10885}, ""mitre_search_node"": {""duration_s"": 0.05, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 2.96, ""prompt_tokens"": 19375, ""completion_tokens"": 8532, ""total_tokens"": 27907}, ""final_report_node"": {""duration_s"": 2.73, ""prompt_tokens"": 11148, ""completion_tokens"": 4434, ""total_tokens"": 15582}, ""cve_search_node"": {""duration_s"": 0.27, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:57:05.310357,1758567542.115997,2025-09-22 18:59:02.613000+00:00,Successful sudo to ROOT executed.,"['T1548.003', 'T1548']",[],['T1548.003'],[],reports/report_1758567542.115997.md,7.81,"{'prompt_tokens': 5548, 'completion_tokens': 2042, 'total_tokens': 7590}",3,"{""classification"": {""duration_s"": 1.0, ""prompt_tokens"": 11322, ""completion_tokens"": 926, ""total_tokens"": 12248}, ""mitre_search_node"": {""duration_s"": 0.02, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.15, ""prompt_tokens"": 22027, ""completion_tokens"": 9842, ""total_tokens"": 31869}, ""final_report_node"": {""duration_s"": 2.63, ""prompt_tokens"": 12778, ""completion_tokens"": 5069, ""total_tokens"": 17847}, ""cve_search_node"": {""duration_s"": 0.27, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:57:13.833290,1758565836.169357,2025-09-22 18:30:36.127000+00:00,Multiple web server 400 error codes from same source ip.,"['T1595.002', 'T1595', 'T1595.003']",[],['T1595.002'],[],reports/report_1758565836.169357.md,8.52,"{'prompt_tokens': 10067, 'completion_tokens': 2375, 'total_tokens': 12442}",3,"{""classification"": {""duration_s"": 1.07, ""prompt_tokens"": 14798, ""completion_tokens"": 1071, ""total_tokens"": 15869}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.6, ""prompt_tokens"": 25589, ""completion_tokens"": 11362, ""total_tokens"": 36951}, ""final_report_node"": {""duration_s"": 2.8, ""prompt_tokens"": 15807, ""completion_tokens"": 5779, ""total_tokens"": 21586}, ""cve_search_node"": {""duration_s"": 0.27, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:57:20.575477,1758565836.1733773,2025-09-22 18:30:36.260000+00:00,Suspicious URL access.,"['T1595.002', 'T1595.003']",[],['T1055'],[],reports/report_1758565836.1733773.md,6.74,"{'prompt_tokens': 5093, 'completion_tokens': 1962, 'total_tokens': 7055}",3,"{""classification"": {""duration_s"": 1.01, ""prompt_tokens"": 16058, ""completion_tokens"": 1206, ""total_tokens"": 17264}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.34, ""prompt_tokens"": 27875, ""completion_tokens"": 12553, ""total_tokens"": 40428}, ""final_report_node"": {""duration_s"": 2.36, ""prompt_tokens"": 17354, ""completion_tokens"": 6415, ""total_tokens"": 23769}, ""cve_search_node"": {""duration_s"": 0.27, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:57:27.805047,1758565842.190893,2025-09-22 18:30:42.254000+00:00,Common web attack.,['T1595.003'],[],"['T1055', 'T1083', 'T1190']",[],reports/report_1758565842.190893.md,7.23,"{'prompt_tokens': 7066, 'completion_tokens': 2013, 'total_tokens': 9079}",3,"{""classification"": {""duration_s"": 1.14, ""prompt_tokens"": 17432, ""completion_tokens"": 1395, ""total_tokens"": 18827}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.45, ""prompt_tokens"": 32293, ""completion_tokens"": 13711, ""total_tokens"": 46004}, ""final_report_node"": {""duration_s"": 2.4, ""prompt_tokens"": 18628, ""completion_tokens"": 7081, ""total_tokens"": 25709}, ""cve_search_node"": {""duration_s"": 0.22, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:57:54.934822,1758565844.2307162,2025-09-22 18:30:44.272000+00:00,Multiple common web attacks from same source ip.,['T1595.002'],[],"['T1055', 'T1083']",[],reports/report_1758565844.2307162.md,27.13,"{'prompt_tokens': 12207, 'completion_tokens': 1996, 'total_tokens': 14203}",3,"{""classification"": {""duration_s"": 3.16, ""prompt_tokens"": 20642, ""completion_tokens"": 1602, ""total_tokens"": 22244}, ""mitre_search_node"": {""duration_s"": 0.08, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 20.41, ""prompt_tokens"": 39205, ""completion_tokens"": 14716, ""total_tokens"": 53921}, ""final_report_node"": {""duration_s"": 3.43, ""prompt_tokens"": 20713, ""completion_tokens"": 7865, ""total_tokens"": 28578}, ""cve_search_node"": {""duration_s"": 0.11, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:58:03.950716,1758565844.2499993,2025-09-22 18:30:44.772000+00:00,XSS (Cross Site Scripting) attempt.,"['T1059', 'T1059.007']",[],['T1059.007'],[],reports/report_1758565844.2499993.md,9.01,"{'prompt_tokens': 7400, 'completion_tokens': 2530, 'total_tokens': 9930}",3,"{""classification"": {""duration_s"": 1.3, ""prompt_tokens"": 22020, ""completion_tokens"": 1795, ""total_tokens"": 23815}, ""mitre_search_node"": {""duration_s"": 0.11, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.67, ""prompt_tokens"": 43336, ""completion_tokens"": 16433, ""total_tokens"": 59769}, ""final_report_node"": {""duration_s"": 2.88, ""prompt_tokens"": 22604, ""completion_tokens"": 8485, ""total_tokens"": 31089}, ""cve_search_node"": {""duration_s"": 0.15, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:58:12.971721,1758565844.2505264,2025-09-22 18:30:44.791000+00:00,Multiple XSS (Cross Site Scripting) attempts from same source ip.,"['T1059.007', 'T1059']",[],['T1059'],[],reports/report_1758565844.2505264.md,9.02,"{'prompt_tokens': 10663, 'completion_tokens': 2374, 'total_tokens': 13037}",3,"{""classification"": {""duration_s"": 1.07, ""prompt_tokens"": 25528, ""completion_tokens"": 1921, ""total_tokens"": 27449}, ""mitre_search_node"": {""duration_s"": 0.07, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.84, ""prompt_tokens"": 47569, ""completion_tokens"": 17935, ""total_tokens"": 65504}, ""final_report_node"": {""duration_s"": 3.03, ""prompt_tokens"": 25526, ""completion_tokens"": 9231, ""total_tokens"": 34757}, ""cve_search_node"": {""duration_s"": 0.15, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:58:20.002446,1758565845.2553189,2025-09-22 18:30:45.734000+00:00,Apache: Multiple Invalid URI requests from same source.,['T1083'],[],['T1499'],[],reports/report_1758565845.2553189.md,7.03,"{'prompt_tokens': 9213, 'completion_tokens': 1693, 'total_tokens': 10906}",3,"{""classification"": {""duration_s"": 1.1, ""prompt_tokens"": 28786, ""completion_tokens"": 2048, ""total_tokens"": 30834}, ""mitre_search_node"": {""duration_s"": 0.08, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 2.66, ""prompt_tokens"": 51467, ""completion_tokens"": 18764, ""total_tokens"": 70231}, ""final_report_node"": {""duration_s"": 3.17, ""prompt_tokens"": 27583, ""completion_tokens"": 9968, ""total_tokens"": 37551}, ""cve_search_node"": {""duration_s"": 0.15, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:58:27.752105,1758565849.439895,2025-09-22 18:30:49.360000+00:00,Apache: Attempt to access forbidden directory index.,"['T1595.003', 'T1594']",[],['T1190'],[],reports/report_1758565849.439895.md,7.75,"{'prompt_tokens': 5646, 'completion_tokens': 2050, 'total_tokens': 7696}",3,"{""classification"": {""duration_s"": 1.07, ""prompt_tokens"": 30160, ""completion_tokens"": 2167, ""total_tokens"": 32327}, ""mitre_search_node"": {""duration_s"": 0.03, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.16, ""prompt_tokens"": 54083, ""completion_tokens"": 20059, ""total_tokens"": 74142}, ""final_report_node"": {""duration_s"": 2.48, ""prompt_tokens"": 29239, ""completion_tokens"": 10604, ""total_tokens"": 39843}, ""cve_search_node"": {""duration_s"": 0.15, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:58:35.927756,1758565850.4557383,2025-09-22 18:30:50.167000+00:00,SQL injection attempt.,[],[],['T1190'],[],reports/report_1758565850.4557383.md,8.17,"{'prompt_tokens': 6183, 'completion_tokens': 1629, 'total_tokens': 7812}",3,"{""classification"": {""duration_s"": 1.05, ""prompt_tokens"": 31544, ""completion_tokens"": 2335, ""total_tokens"": 33879}, ""mitre_search_node"": {""duration_s"": 0.07, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 2.66, ""prompt_tokens"": 58125, ""completion_tokens"": 20744, ""total_tokens"": 78869}, ""final_report_node"": {""duration_s"": 4.34, ""prompt_tokens"": 29996, ""completion_tokens"": 11380, ""total_tokens"": 41376}, ""cve_search_node"": {""duration_s"": 0.13, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:59:00.657037,1758565857.7405014,2025-09-22 18:30:57.827000+00:00,PHP CGI-bin vulnerability attempt.,['T1595.002'],[],['T1210'],[],reports/report_1758565857.7405014.md,24.73,"{'prompt_tokens': 6619, 'completion_tokens': 1934, 'total_tokens': 8553}",3,"{""classification"": {""duration_s"": 18.55, ""prompt_tokens"": 32794, ""completion_tokens"": 2481, ""total_tokens"": 35275}, ""mitre_search_node"": {""duration_s"": 0.06, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.25, ""prompt_tokens"": 62426, ""completion_tokens"": 21787, ""total_tokens"": 84213}, ""final_report_node"": {""duration_s"": 2.86, ""prompt_tokens"": 31064, ""completion_tokens"": 12125, ""total_tokens"": 43189}, ""cve_search_node"": {""duration_s"": 0.07, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:59:09.385345,1760440036.1013126,2025-10-14 11:07:16.201000+00:00,Executed recursive query of all files using ls command.,"['T1548.001', 'T1083']",[],['T1083'],[],reports/report_1760440036.1013126.md,8.73,"{'prompt_tokens': 9611, 'completion_tokens': 2287, 'total_tokens': 11898}",3,"{""classification"": {""duration_s"": 1.33, ""prompt_tokens"": 36072, ""completion_tokens"": 2656, ""total_tokens"": 38728}, ""mitre_search_node"": {""duration_s"": 0.08, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.92, ""prompt_tokens"": 66015, ""completion_tokens"": 23134, ""total_tokens"": 89149}, ""final_report_node"": {""duration_s"": 3.37, ""prompt_tokens"": 33808, ""completion_tokens"": 12890, ""total_tokens"": 46698}, ""cve_search_node"": {""duration_s"": 0.07, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-10 21:59:14.819366,1765797046.991278,2025-12-15 11:10:46.939000+00:00,Interface entered in promiscuous(sniffing) mode.,['T1040'],[],['T1040'],[],reports/report_1765797046.991278.md,5.43,"{'prompt_tokens': 4522, 'completion_tokens': 1322, 'total_tokens': 5844}",3,"{""classification"": {""duration_s"": 0.89, ""prompt_tokens"": 37220, ""completion_tokens"": 2766, ""total_tokens"": 39986}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 2.11, ""prompt_tokens"": 68622, ""completion_tokens"": 23700, ""total_tokens"": 92322}, ""final_report_node"": {""duration_s"": 2.38, ""prompt_tokens"": 34575, ""completion_tokens"": 13536, ""total_tokens"": 48111}, ""cve_search_node"": {""duration_s"": 0.07, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-E7546E
2026-06-12 10:11:02.942946,1758566220.114981,2025-09-22 18:37:00.601000+00:00,Processes running for all users were queried with ps command.,['T1057'],[],['T1057'],[],,4.43,"{'prompt_tokens': 7393, 'completion_tokens': 865, 'total_tokens': 8258}",2,"{""classification"": {""duration_s"": 1.09, ""prompt_tokens"": 2850, ""completion_tokens"": 109, ""total_tokens"": 2959}, ""mitre_search_node"": {""duration_s"": 0.27, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 2.81, ""prompt_tokens"": 4543, ""completion_tokens"": 756, ""total_tokens"": 5299}}",EVAL-1F33FF
2026-06-12 10:11:08.149309,1758567061.1156068,2025-09-22 18:51:01.034000+00:00,sshd: authentication success.,['T1021.004'],[],"['T1078', 'T1021']",[],,5.2,"{'prompt_tokens': 6203, 'completion_tokens': 1248, 'total_tokens': 7451}",2,"{""classification"": {""duration_s"": 0.94, ""prompt_tokens"": 4164, ""completion_tokens"": 219, ""total_tokens"": 4383}, ""mitre_search_node"": {""duration_s"": 0.06, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.19, ""prompt_tokens"": 9432, ""completion_tokens"": 1894, ""total_tokens"": 11326}}",EVAL-1F33FF
2026-06-12 10:11:12.581134,1758567061.115612,2025-09-22 18:51:01.061000+00:00,PAM: Login session opened.,['T1021.004'],[],['T1078'],[],,4.43,"{'prompt_tokens': 5947, 'completion_tokens': 1185, 'total_tokens': 7132}",2,"{""classification"": {""duration_s"": 0.77, ""prompt_tokens"": 5348, ""completion_tokens"": 316, ""total_tokens"": 5664}, ""mitre_search_node"": {""duration_s"": 0.08, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.58, ""prompt_tokens"": 14195, ""completion_tokens"": 2982, ""total_tokens"": 17177}}",EVAL-1F33FF
2026-06-12 10:11:18.660099,1758567062.115628,2025-09-22 18:51:02.101000+00:00,Wazuh agent stopped.,"['T1685', 'T1489']",[],['T1685'],[],,6.07,"{'prompt_tokens': 4319, 'completion_tokens': 1671, 'total_tokens': 5990}",2,"{""classification"": {""duration_s"": 0.94, ""prompt_tokens"": 6388, ""completion_tokens"": 429, ""total_tokens"": 6817}, ""mitre_search_node"": {""duration_s"": 0.06, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.07, ""prompt_tokens"": 17474, ""completion_tokens"": 4540, ""total_tokens"": 22014}}",EVAL-1F33FF
2026-06-12 10:11:24.748870,1758567202.1156735,2025-09-22 18:53:22.278000+00:00,First time user executed sudo.,"['T1548.003', 'T1548']",[],['T1548.003'],[],,6.09,"{'prompt_tokens': 5489, 'completion_tokens': 1758, 'total_tokens': 7247}",2,"{""classification"": {""duration_s"": 0.89, ""prompt_tokens"": 7440, ""completion_tokens"": 550, ""total_tokens"": 7990}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.15, ""prompt_tokens"": 21911, ""completion_tokens"": 6177, ""total_tokens"": 28088}}",EVAL-1F33FF
2026-06-12 10:11:30.934522,1758567202.1156857,2025-09-22 18:53:22.295000+00:00,Successful sudo executed.,"['T1548.003', 'T1548']",[],['T1548.003'],[],,6.18,"{'prompt_tokens': 7080, 'completion_tokens': 2018, 'total_tokens': 9098}",2,"{""classification"": {""duration_s"": 1.05, ""prompt_tokens"": 8662, ""completion_tokens"": 723, ""total_tokens"": 9385}, ""mitre_search_node"": {""duration_s"": 0.05, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.56, ""prompt_tokens"": 27769, ""completion_tokens"": 8022, ""total_tokens"": 35791}, ""cve_search_node"": {""duration_s"": 0.57, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-1F33FF
2026-06-12 10:11:35.457248,1758567362.115914,2025-09-22 18:56:02.451000+00:00,New user added to the system.,"['T1136', 'T1136.001']",[],['T1136'],[],,4.52,"{'prompt_tokens': 5107, 'completion_tokens': 1394, 'total_tokens': 6501}",2,"{""classification"": {""duration_s"": 0.92, ""prompt_tokens"": 10056, ""completion_tokens"": 833, ""total_tokens"": 10889}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.55, ""prompt_tokens"": 31482, ""completion_tokens"": 9306, ""total_tokens"": 40788}, ""cve_search_node"": {""duration_s"": 0.57, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-1F33FF
2026-06-12 10:11:40.428223,1758567542.115997,2025-09-22 18:59:02.613000+00:00,Successful sudo to ROOT executed.,"['T1548.003', 'T1548']",[],['T1548.003'],[],,4.97,"{'prompt_tokens': 5999, 'completion_tokens': 1662, 'total_tokens': 7661}",2,"{""classification"": {""duration_s"": 0.84, ""prompt_tokens"": 11322, ""completion_tokens"": 935, ""total_tokens"": 12257}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.09, ""prompt_tokens"": 36215, ""completion_tokens"": 10866, ""total_tokens"": 47081}, ""cve_search_node"": {""duration_s"": 0.57, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-1F33FF
2026-06-12 10:12:03.919024,1758565836.169357,2025-09-22 18:30:36.127000+00:00,Multiple web server 400 error codes from same source ip.,"['T1595.002', 'T1595', 'T1595.003']",[],['T1595.002'],[],,23.49,"{'prompt_tokens': 8631, 'completion_tokens': 1956, 'total_tokens': 10587}",2,"{""classification"": {""duration_s"": 10.35, ""prompt_tokens"": 14798, ""completion_tokens"": 1058, ""total_tokens"": 15856}, ""mitre_search_node"": {""duration_s"": 0.04, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 13.1, ""prompt_tokens"": 41370, ""completion_tokens"": 12699, ""total_tokens"": 54069}, ""cve_search_node"": {""duration_s"": 0.57, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-1F33FF
2026-06-12 10:12:10.295768,1758565836.1733773,2025-09-22 18:30:36.260000+00:00,Suspicious URL access.,"['T1595.002', 'T1595.003']",[],['T1055'],[],,6.38,"{'prompt_tokens': 6607, 'completion_tokens': 1991, 'total_tokens': 8598}",2,"{""classification"": {""duration_s"": 1.21, ""prompt_tokens"": 16058, ""completion_tokens"": 1254, ""total_tokens"": 17312}, ""mitre_search_node"": {""duration_s"": 0.06, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.93, ""prompt_tokens"": 46717, ""completion_tokens"": 14494, ""total_tokens"": 61211}, ""cve_search_node"": {""duration_s"": 0.23, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-1F33FF
2026-06-12 10:12:17.635588,1758565842.190893,2025-09-22 18:30:42.254000+00:00,Common web attack.,"['T1595.003', 'T1595']",[],"['T1055', 'T1083', 'T1190']",[],,7.34,"{'prompt_tokens': 7887, 'completion_tokens': 2024, 'total_tokens': 9911}",2,"{""classification"": {""duration_s"": 1.2, ""prompt_tokens"": 17432, ""completion_tokens"": 1424, ""total_tokens"": 18856}, ""mitre_search_node"": {""duration_s"": 0.08, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.94, ""prompt_tokens"": 53230, ""completion_tokens"": 16348, ""total_tokens"": 69578}, ""cve_search_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-1F33FF
2026-06-12 10:12:23.587507,1758565844.2307162,2025-09-22 18:30:44.272000+00:00,Multiple common web attacks from same source ip.,['T1595.002'],[],"['T1055', 'T1083']",[],,5.95,"{'prompt_tokens': 11654, 'completion_tokens': 1635, 'total_tokens': 13289}",2,"{""classification"": {""duration_s"": 1.26, ""prompt_tokens"": 20642, ""completion_tokens"": 1662, ""total_tokens"": 22304}, ""mitre_search_node"": {""duration_s"": 0.1, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.47, ""prompt_tokens"": 61674, ""completion_tokens"": 17745, ""total_tokens"": 79419}, ""cve_search_node"": {""duration_s"": 0.21, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-1F33FF
2026-06-12 10:12:32.414430,1758565844.2499993,2025-09-22 18:30:44.772000+00:00,XSS (Cross Site Scripting) attempt.,"['T1059.007', 'T1059', 'T1189']",[],['T1059.007'],[],,8.83,"{'prompt_tokens': 7382, 'completion_tokens': 2813, 'total_tokens': 10195}",2,"{""classification"": {""duration_s"": 1.16, ""prompt_tokens"": 22020, ""completion_tokens"": 1865, ""total_tokens"": 23885}, ""mitre_search_node"": {""duration_s"": 0.12, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 7.49, ""prompt_tokens"": 67678, ""completion_tokens"": 20355, ""total_tokens"": 88033}, ""cve_search_node"": {""duration_s"": 0.16, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-1F33FF
2026-06-12 10:12:37.586945,1758565844.2505264,2025-09-22 18:30:44.791000+00:00,Multiple XSS (Cross Site Scripting) attempts from same source ip.,['T1059.007'],[],['T1059'],[],,5.17,"{'prompt_tokens': 9415, 'completion_tokens': 1515, 'total_tokens': 10930}",2,"{""classification"": {""duration_s"": 1.15, ""prompt_tokens"": 25528, ""completion_tokens"": 2004, ""total_tokens"": 27532}, ""mitre_search_node"": {""duration_s"": 0.05, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.96, ""prompt_tokens"": 73585, ""completion_tokens"": 21731, ""total_tokens"": 95316}, ""cve_search_node"": {""duration_s"": 0.16, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-1F33FF
2026-06-12 10:12:42.176150,1758565845.2553189,2025-09-22 18:30:45.734000+00:00,Apache: Multiple Invalid URI requests from same source.,['T1083'],[],['T1499'],[],,4.59,"{'prompt_tokens': 10017, 'completion_tokens': 1299, 'total_tokens': 11316}",2,"{""classification"": {""duration_s"": 1.04, ""prompt_tokens"": 28786, ""completion_tokens"": 2131, ""total_tokens"": 30917}, ""mitre_search_node"": {""duration_s"": 0.05, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.48, ""prompt_tokens"": 80344, ""completion_tokens"": 22903, ""total_tokens"": 103247}, ""cve_search_node"": {""duration_s"": 0.16, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}}",EVAL-1F33FF
